id,Giocatore_Supa,Giocatore_TM,detentore_cartellino,Club_Supa,Club_TM,name_clean,nome_clean
455,Carlos Augusto,Carlos Augusto,ZeroDayz FC,Inter,Football Club Internazionale Milano S.p.A.,carlos augusto,carlos augusto
451,Martin,Aarón Martín,AC Ciaccati,Genoa,Genoa Cricket and Football Club,aaron martin,martin
460,Bastoni,Alessandro Bastoni,Diaolo Porco,Inter,Football Club Internazionale Milano S.p.A.,alessandro bastoni,bastoni
457,Wesley,Wesley,Metodo Monchi FC,Roma,Associazione Sportiva Roma,wesley,wesley
447,Ostigard,Leo Østigård,Metodo Monchi FC,Genoa,Genoa Cricket and Football Club,leo ostigard,ostigard
461,Spinazzola,Leonardo Spinazzola,Diaolo Porco,Napoli,Società Sportiva Calcio Napoli,leonardo spinazzola,spinazzola
452,Kempf,Marc Oliver Kempf,Diaolo Porco,Como,Calcio Como,marc oliver kempf,kempf
459,Palestra,Marco Palestra,FC Pontos,Cagliari,Cagliari Calcio,marco palestra,palestra
462,Dimarco,Federico Dimarco,Metodo Monchi FC,Inter,Football Club Internazionale Milano S.p.A.,federico dimarco,dimarco
464,Tornqvist,Noel Törnqvist,Svincolato,Como,Calcio Como,noel tornqvist,tornqvist
465,Calligaris,Alessandro Calligaris,Svincolato,Inter,Football Club Internazionale Milano S.p.A.,alessandro calligaris,calligaris
466,Ferrante,Mathias Ferrante,Svincolato,Napoli,Società Sportiva Calcio Napoli,mathias ferrante,ferrante
467,Cavlina,Nikola Cavlina,Svincolato,Como,Calcio Como,nikola cavlina,cavlina
468,Toniolo,Giacomo Toniolo,Svincolato,Verona,Verona Hellas Football Club,giacomo toniolo,toniolo
498,Silvestri,Marco Silvestri,Svincolato,Cremonese,Unione Sportiva Cremonese S.p.A.,marco silvestri,silvestri
469,Lezzerini,Luca Lezzerini,Sborada,Fiorentina,Associazione Calcio Fiorentina,luca lezzerini,lezzerini
470,Nunziante,Alessandro Nunziante,Svincolato,Udinese,Udinese Calcio,alessandro nunziante,nunziante
499,Sava,Răzvan Sava,Svincolato,Udinese,Udinese Calcio,razvan sava,sava
475,Satalino,Giacomo Satalino,Svincolato,Sassuolo,Unione Sportiva Sassuolo Calcio,giacomo satalino,satalino
476,Gollini,Pierluigi Gollini,ZeroDayz FC,Roma,Associazione Sportiva Roma,pierluigi gollini,gollini
477,Zelezny,Radoslaw Zelezny,Svincolato,Roma,Associazione Sportiva Roma,radoslaw zelezny,zelezny
479,Nicolas,Nícolas,Svincolato,Pisa,Pisa Sporting Club,nicolas,nicolas
481,Contini,Nikita Contini,Svincolato,Napoli,Società Sportiva Calcio Napoli,nikita contini,contini
494,Vigorito,Mauro Vigorito,Svincolato,Como,Calcio Como,mauro vigorito,vigorito
495,Ciocci,Giuseppe Ciocci,Svincolato,Cagliari,Cagliari Calcio,giuseppe ciocci,ciocci
496,Sportiello,Marco Sportiello,Diablitos FC,Atalanta,Atalanta Bergamasca Calcio S.p.a.,marco sportiello,sportiello
881,Motta,Edoardo Motta,Baby Reijnders,Lazio,Società Sportiva Lazio S.p.A.,edoardo motta,motta
503,Pessina Mas.,Massimo Pessina,Svincolato,Bologna,Bologna Football Club 1909,massimo pessina,pessina mas.
474,Turati,Stefano Turati,Diablitos FC,Sassuolo,Unione Sportiva Sassuolo Calcio,stefano turati,turati
10,Moumbagna,Faris Moumbagna,Svincolato,Cremonese,Unione Sportiva Cremonese S.p.A.,faris moumbagna,moumbagna
760,Carboni F.,Franco Carboni,Svincolato,Parma,Parma Calcio 1913,franco carboni,carboni f.
472,Perilli,Simone Perilli,Svincolato,Verona,Verona Hellas Football Club,simone perilli,perilli
505,Padelli,Daniele Padelli,Svincolato,Udinese,Udinese Calcio,daniele padelli,padelli
500,Israel,Franco Israel,FC Sovescio,Torino,Torino Calcio,franco israel,israel
478,Scuffet,Simone Scuffet,Svincolato,Pisa,Pisa Sporting Club,simone scuffet,scuffet
480,Rinaldi,Filippo Rinaldi,Svincolato,Parma,Parma Calcio 1913,filippo rinaldi,rinaldi
482,Torriani,Lorenzo Torriani,FC Pontos,Milan,Associazione Calcio Milan,lorenzo torriani,torriani
483,Terracciano,Pietro Terracciano,Svincolato,Milan,Associazione Calcio Milan,pietro terracciano,terracciano
484,Samooja,Jasper Samooja,Svincolato,Lecce,Unione Sportiva Lecce,jasper samooja,samooja
485,Fruchtl,Christian Früchtl,Svincolato,Lecce,Unione Sportiva Lecce,christian fruchtl,fruchtl
488,Pinsoglio,Carlo Pinsoglio,CyberDucks,Juventus,Juventus Football Club,carlo pinsoglio,pinsoglio
489,Di Gennaro,Raffaele Di Gennaro,AC Ciaccati,Inter,Football Club Internazionale Milano S.p.A.,raffaele di gennaro,di gennaro
490,Sommariva,Daniele Sommariva,Svincolato,Genoa,Genoa Cricket and Football Club,daniele sommariva,sommariva
491,Siegrist,Benjamin Siegrist,Svincolato,Genoa,Genoa Cricket and Football Club,benjamin siegrist,siegrist
497,Rossi F.,Francesco Rossi,Svincolato,Atalanta,Atalanta Bergamasca Calcio S.p.a.,francesco rossi,rossi f.
492,Christensen O.,Oliver Christensen,Svincolato,Fiorentina,Associazione Calcio Fiorentina,oliver christensen,christensen o.
487,Furlanetto,Alessio Furlanetto,Svincolato,Lazio,Società Sportiva Lazio S.p.A.,alessio furlanetto,furlanetto
513,Ravaglia F.,Federico Ravaglia,Diaolo Porco,Bologna,Bologna Football Club 1909,federico ravaglia,ravaglia f.
502,Martinez Jo.,Josep Martínez,AC Ciaccati,Inter,Football Club Internazionale Milano S.p.A.,josep martinez,martinez jo.
510,Semper,Adrian Semper,Baby Reijnders,Pisa,Pisa Sporting Club,adrian semper,semper
506,Meret,Alex Meret,Metodo Monchi FC,Napoli,Società Sportiva Calcio Napoli,alex meret,meret
501,Perin,Mattia Perin,CyberDucks,Juventus,Juventus Football Club,mattia perin,perin
514,Paleari,Alberto Paleari,FC Sovescio,Torino,Torino Calcio,alberto paleari,paleari
507,Leali,Nicola Leali,FC Sovescio,Genoa,Genoa Cricket and Football Club,nicola leali,leali
878,Bijlow,Justin Bijlow,Sborada,Genoa,Genoa Cricket and Football Club,justin bijlow,bijlow
511,Suzuki,Zion Suzuki,FC Pontos,Parma,Parma Calcio 1913,zion suzuki,suzuki
518,Skorupski,Lukasz Skorupski,Diaolo Porco,Bologna,Bologna Football Club 1909,lukasz skorupski,skorupski
508,Montipò,Lorenzo Montipò,Diaolo Porco,Verona,Verona Hellas Football Club,lorenzo montipo,montipo
528,Maignan,Mike Maignan,FC Pontos,Milan,Associazione Calcio Milan,mike maignan,maignan
527,Svilar,Mile Svilar,ZeroDayz FC,Roma,Associazione Sportiva Roma,mile svilar,svilar
531,Gueye,Idrissa Gueye,ZeroDayz FC,Udinese,Udinese Calcio,idrissa gueye,gueye
539,Camarda,Francesco Camarda,Diablitos FC,Lecce,Unione Sportiva Lecce,francesco camarda,camarda
532,Almqvist,Pontus Almqvist,Svincolato,Parma,Parma Calcio 1913,pontus almqvist,almqvist
535,Dominguez B.,Benja Domínguez,ZeroDayz FC,Bologna,Bologna Football Club 1909,benja dominguez,dominguez b.
888,Kulenovic,Sandro Kulenović,Sborada,Torino,Torino Calcio,sandro kulenovic,kulenovic
884,Stojilkovic,Filip Stojilkovic,Svincolato,Pisa,Pisa Sporting Club,filip stojilkovic,stojilkovic
543,Njie,Alieu Njie,Svincolato,Torino,Torino Calcio,alieu njie,njie
21,Dia,Boulaye Dia,CyberDucks,Lazio,Società Sportiva Lazio S.p.A.,boulaye dia,dia
25,Zapata D.,Duván Zapata,Svincolato,Torino,Torino Calcio,duvan zapata,zapata d.
14,Diao,Assane Diao,CyberDucks,Como,Calcio Como,assane diao,diao
512,Corvi,Edoardo Corvi,Baby Reijnders,Parma,Parma Calcio 1913,edoardo corvi,corvi
516,Muric,Arijanet Murić,Diablitos FC,Sassuolo,Unione Sportiva Sassuolo Calcio,arijanet muric,muric
523,Provedel,Ivan Provedel,Baby Reijnders,Lazio,Società Sportiva Lazio S.p.A.,ivan provedel,provedel
515,De Gea,David de Gea,Sborada,Fiorentina,Associazione Calcio Fiorentina,david de gea,de gea
522,Audero,Emil Audero,FC Sovescio,Cremonese,Unione Sportiva Cremonese S.p.A.,emil audero,audero
517,Caprile,Elia Caprile,Metodo Monchi FC,Cagliari,Cagliari Calcio,elia caprile,caprile
519,Sommer,Yann Sommer,AC Ciaccati,Inter,Football Club Internazionale Milano S.p.A.,yann sommer,sommer
509,Okoye,Maduka Okoye,FC Sovescio,Udinese,Udinese Calcio,maduka okoye,okoye
520,Falcone,Wladimiro Falcone,ZeroDayz FC,Lecce,Unione Sportiva Lecce,wladimiro falcone,falcone
521,Di Gregorio,Michele Di Gregorio,CyberDucks,Juventus,Juventus Football Club,michele di gregorio,di gregorio
526,Butez,Jean Butez,Metodo Monchi FC,Como,Calcio Como,jean butez,butez
525,Milinkovic-Savic V.,Vanja Milinković-Savić,Diaolo Porco,Napoli,Società Sportiva Calcio Napoli,vanja milinkovic-savic,milinkovic-savic v.
537,Sarr A.,Amin Sarr,Svincolato,Verona,Verona Hellas Football Club,amin sarr,sarr a.
20,Sanabria,Antonio Sanabria,Svincolato,Cremonese,Unione Sportiva Cremonese S.p.A.,antonio sanabria,sanabria
540,Kuhn,Nicolas Kühn,Diaolo Porco,Como,Calcio Como,nicolas kuhn,kuhn
546,Aboukhlal,Zakaria Aboukhlal,AC Ciaccati,Torino,Torino Calcio,zakaria aboukhlal,aboukhlal
17,Bayo V.,Vakoun Bayo,Svincolato,Udinese,Udinese Calcio,vakoun bayo,bayo v.
283,Dembelè A.,Ali Dembélé,Svincolato,Torino,Torino Calcio,ali dembele,dembele a.
600,Scott,Elijah Scott,Svincolato,Lecce,Unione Sportiva Lecce,elijah scott,scott
583,Strefezza,Gabriel Strefezza,Sborada,Parma,Parma Calcio 1913,gabriel strefezza,strefezza
613,Byar,Naïm Byar,Svincolato,Bologna,Bologna Football Club 1909,naim byar,byar
836,Di Chiara,Gianluca Di Chiara,Svincolato,Parma,Parma Calcio 1913,gianluca di chiara,di chiara
864,Lambourde,Mathis Lambourde,Svincolato,Verona,Verona Hellas Football Club,mathis lambourde,lambourde
95,Pierret,Balthazar Pierret,Svincolato,Lecce,Unione Sportiva Lecce,balthazar pierret,pierret
714,Hernani,Hernani,Svincolato,Parma,Parma Calcio 1913,hernani,hernani
676,Bani,Mattia Bani,Svincolato,Genoa,Genoa Cricket and Football Club,mattia bani,bani
834,De Sciglio,Mattia De Sciglio,Svincolato,Empoli,FC Empoli,mattia de sciglio,de sciglio
726,Haps,Ridgeciano Haps,Svincolato,Venezia,Venezia FC,ridgeciano haps,haps
299,Rouhi,Jonas Rouhi,Svincolato,Juventus,Juventus Football Club,jonas rouhi,rouhi
752,Zeroli,Kevin Zeroli,FC Sovescio,Monza,AC Monza,kevin zeroli,zeroli
603,Birindelli,Samuele Birindelli,Svincolato,Monza,AC Monza,samuele birindelli,birindelli
629,Bettella,Davide Bettella,Svincolato,Monza,AC Monza,davide bettella,bettella
710,Perisan,Samuele Perisan,Svincolato,Empoli,FC Empoli,samuele perisan,perisan
286,Paz Y.,Yeferson Paz,Svincolato,Sassuolo,Unione Sportiva Sassuolo Calcio,yeferson paz,paz y.
826,Marcone,Richard Marcone,Svincolato,Parma,Parma Calcio 1913,richard marcone,marcone
590,Abildgaard,Oliver Abildgaard,Svincolato,Como,Calcio Como,oliver abildgaard,abildgaard
712,Hummels,Mats Hummels,Svincolato,Roma,Associazione Sportiva Roma,mats hummels,hummels
761,Varane,Raphaël Varane,Svincolato,Como,Calcio Como,raphael varane,varane
555,Haas,Nicolas Haas,Svincolato,Empoli,FC Empoli,nicolas haas,haas
851,Rafia,Hamza Rafia,Svincolato,Lecce,Unione Sportiva Lecce,hamza rafia,rafia
777,Mario Rui,Mário Rui,Svincolato,Napoli,Società Sportiva Calcio Napoli,mario rui,mario rui
700,Duncan,Alfred Duncan,Svincolato,Venezia,Venezia FC,alfred duncan,duncan
672,Iling Junior,Samuel Iling-Junior,Svincolato,Pisa,Pisa Sporting Club,samuel iling-junior,iling junior
573,Lella,Nunzio Lella,Svincolato,Venezia,Venezia FC,nunzio lella,lella
786,Perez K.,Kike Pérez,Svincolato,Venezia,Venezia FC,kike perez,perez k.
721,Marin R.,Mário Rui,ZeroDayz FC,Napoli,Società Sportiva Calcio Napoli,mario rui,marin r.
624,Donnarumma An.,Antonio Donnarumma,Svincolato,Torino,Torino Calcio,antonio donnarumma,donnarumma an.
657,Chiorra,Niccolò Chiorra,Svincolato,Empoli,FC Empoli,niccolo chiorra,chiorra
656,Lazovic,Darko Lazović,Svincolato,Verona,Verona Hellas Football Club,darko lazovic,lazovic
775,Cissè A.,Alphadjo Cissè,Svincolato,Verona,Verona Hellas Football Club,alphadjo cisse,cisse a.
735,Chichizola,Leandro Chichizola,Svincolato,Parma,Parma Calcio 1913,leandro chichizola,chichizola
789,Pizzignacco,Semuel Pizzignacco,Svincolato,Monza,AC Monza,semuel pizzignacco,pizzignacco
770,Cyprien,Wylan Cyprien,Svincolato,Parma,Parma Calcio 1913,wylan cyprien,cyprien
621,Sala M.,Álex Sala,Svincolato,Lecce,Unione Sportiva Lecce,alex sala,sala m.
741,Reina,Pepe Reina,Svincolato,Como,Calcio Como,pepe reina,reina
773,Barba,Federico Barba,Svincolato,Como,Calcio Como,federico barba,barba
622,Caprari,Gianluca Caprari,Svincolato,Monza,AC Monza,gianluca caprari,caprari
620,Svoboda,Michael Svoboda,Svincolato,Venezia,Venezia FC,michael svoboda,svoboda
547,Success,Isaac Success,Svincolato,Udinese,Udinese Calcio,isaac success,success
858,Jack,Fellipe Jack,Svincolato,Como,Calcio Como,fellipe jack,jack
670,Sorrentino A.,Alessandro Sorrentino,Svincolato,Monza,AC Monza,alessandro sorrentino,sorrentino a.
808,Pessina,Matteo Pessina,Svincolato,Monza,AC Monza,matteo pessina,pessina
781,Martinelli T.,Tommaso Martinelli,Sborada,Fiorentina,Associazione Calcio Fiorentina,tommaso martinelli,martinelli t.
615,Liberali,Mattia Liberali,FC Pontos,Milan,Associazione Calcio Milan,mattia liberali,liberali
554,Lucchesi,Lorenzo Lucchesi,Svincolato,Venezia,Venezia FC,lorenzo lucchesi,lucchesi
690,Bove,Edoardo Bove,Svincolato,Fiorentina,Associazione Calcio Fiorentina,edoardo bove,bove
574,Vos,Silvano Vos,Svincolato,Milan,Associazione Calcio Milan,silvano vos,vos
772,Kowalski,Mateusz Kowalski,Svincolato,Parma,Parma Calcio 1913,mateusz kowalski,kowalski
824,Gabrielloni,Alessandro Gabrielloni,Svincolato,Como,Calcio Como,alessandro gabrielloni,gabrielloni
769,Badelj,Milan Badelj,Svincolato,Genoa,Genoa Cricket and Football Club,milan badelj,badelj
764,Hainaut,Antoine Hainaut,Svincolato,Parma,Parma Calcio 1913,antoine hainaut,hainaut
665,Brancolini,Federico Brancolini,Svincolato,Empoli,FC Empoli,federico brancolini,brancolini
766,Missori,Filippo Missori,Svincolato,Sassuolo,Unione Sportiva Sassuolo Calcio,filippo missori,missori
652,Sagrado,Richie Sagrado,Svincolato,Venezia,Venezia FC,richie sagrado,sagrado
551,Yeboah J.,John Yeboah,Svincolato,Venezia,Venezia FC,john yeboah,yeboah j.
765,Keita B.,Keita Baldé,Svincolato,Monza,AC Monza,keita balde,keita b.
737,Seghetti,Jacopo Seghetti,Svincolato,Empoli,FC Empoli,jacopo seghetti,seghetti
793,Gioacchini,Nicholas Gioacchini,Svincolato,Como,Calcio Como,nicholas gioacchini,gioacchini
716,Balotelli,Mario Balotelli,Svincolato,Genoa,Genoa Cricket and Football Club,mario balotelli,balotelli
669,Altare,Giorgio Altare,Svincolato,Venezia,Venezia FC,giorgio altare,altare
658,Cassa,Federico Cassa,Svincolato,Atalanta,Atalanta Bergamasca Calcio S.p.a.,federico cassa,cassa
757,Henderson L.,Liam Henderson,Svincolato,Empoli,FC Empoli,liam henderson,henderson l.
282,Palma,Matteo Palma,Diablitos FC,Udinese,Udinese Calcio,matteo palma,palma
667,Zurkowski,Szymon Żurkowski,Svincolato,Empoli,FC Empoli,szymon zurkowski,zurkowski
548,Manzoni,Alberto Manzoni,Svincolato,Atalanta,Atalanta Bergamasca Calcio S.p.a.,alberto manzoni,manzoni
568,Barak,Antonín Barák,Svincolato,Fiorentina,Associazione Calcio Fiorentina,antonin barak,barak
856,Doumbia I.,Issa Doumbia,Svincolato,Venezia,Venezia FC,issa doumbia,doumbia i.
602,Iovine,Alessio Iovine,Svincolato,Como,Calcio Como,alessio iovine,iovine
696,Melegoni,Filippo Melegoni,Svincolato,Genoa,Genoa Cricket and Football Club,filippo melegoni,melegoni
605,Sensi,Stefano Sensi,Svincolato,Monza,AC Monza,stefano sensi,sensi
768,Perciun,Sergiu Perciun,Svincolato,Torino,Torino Calcio,sergiu perciun,perciun
564,Belardinelli,Luca Belardinelli,Svincolato,Empoli,FC Empoli,luca belardinelli,belardinelli
828,Shpendi S.,Stiven Shpendi,Svincolato,Empoli,FC Empoli,stiven shpendi,shpendi s.
606,Bjarkason,Bjarki Bjarkason,Svincolato,Venezia,Venezia FC,bjarki bjarkason,bjarkason
617,Izzo,Armando Izzo,Svincolato,Monza,AC Monza,armando izzo,izzo
556,Florenzi,Alessandro Florenzi,Svincolato,Milan,Associazione Calcio Milan,alessandro florenzi,florenzi
749,Forson O.,Omari Forson,ZeroDayz FC,Monza,AC Monza,omari forson,forson o.
688,Faraoni,Davide Faraoni,Svincolato,Verona,Verona Hellas Football Club,davide faraoni,faraoni
572,Bohinen,Emil Bohinen,Svincolato,Genoa,Genoa Cricket and Football Club,emil bohinen,bohinen
571,Caldirola,Luca Caldirola,Svincolato,Monza,AC Monza,luca caldirola,caldirola
754,Colpani,Andrea Colpani,Svincolato,Fiorentina,Associazione Calcio Fiorentina,andrea colpani,colpani
796,Ciurria,Patrick Ciurria,Svincolato,Monza,AC Monza,patrick ciurria,ciurria
645,Radunovic,Boris Radunović,Svincolato,Cagliari,Cagliari Calcio,boris radunovic,radunovic
